lineno,value
01,*皆(みな)*さん、こんにちは。*私(わたし)*は*陳(ちん)*と*申(もう)し*ます。よろしくお*願(ねが)い*します。
02,*連休中(れんきゅうちゅう)*、ずっとテーマのことを*考(かんが)えて*いましたが、やっと*決(き)まり*ました。それは*私(わたし)*の*故郷(ふるさと)*の吉貝についてです。
03,*皆(みな)*が吉貝を*知(し)って*いるかどうか*分(わ)から*ないので、ちょっと*紹介(しょうかい)*させていただきます。
04,吉貝は*台湾(たいわん)*の*島(しま)*の*一(ひと)*つで、澎湖の*北(きた)*に*位置(いち)し*ています。この*島(しま)*は*開発(かいはつ)*されることもなく、*昔(むかし)*からの*風景(ふうけい)*が*今(いま)*にも*残(のこ)って*います。
05,*私(わたし)*が*小学校(しょうがっこう)*の*頃(ころ)*、*記憶(きおく)して*いるのは*海岸(かいがん)*で*蟹(かに)*やフグをたくさん*見(み)た*ことです。
06,*海鳥(うみどり)*が*空(そら)*を*飛(と)んで*いて、とてものんびりした*風景(ふうけい)*が*十分(じゅうぶん)**懐(なつ)かしく**思(おも)い*ます。
07,吉貝には沙尾という*海水浴場(かいすいよくじょう)*で*有名(ゆうめい)な*とても*美(うつく)しい**場所(ばしょ)*があります。そこには、まるで*雪(ゆき)*が*降(ふ)り**積(つ)もった*ような*綺麗(きれい)な**砂浜(すなはま)*があり、*毎年(まいとし)**沢山(たくさん)*の*観光客(かんこうきゃく)*がその*砂浜(すなはま)*を*目当(めあ)て*に*訪(おとず)れて*きました。
08,でも、*残念(ざんねん)な*ことはたくさんゴミが*砂浜(すなはま)*に*放置(ほうち)*されてしまいます。
09,このままゴミが*放置(ほうち)*され*続(つづ)ける*とそんなきれいな*場所(ばしょ)*がなくなってしまうでしょう。とでも*悲(かな)しい**事(こと)*です。
10,もし、*皆(みな)*さんが吉貝を*訪(おとず)れる**機会(きかい)*があったら、*一緒(いっしょ)に*ゴミ*拾(びろ)い*をしましょう！
11,*以上(いじょう)*です。ご*清聴(せいちょう)*ありがとうございました。
