lineno,value
01,*先生(せんせい)*、*皆(みな)*さん、こんにちは。*今日(きょう)*のテーマは、*台湾(たいわん)*のけん*玉(だま)**界(かい)*の*誇(ほこ)り*、*台湾(たいわん)*で*唯一(ゆいいつ)*のけん*玉(だま)**工場(こうじょう)*、「玉木」です。それでは、*発表(はっぴょう)*させていただきます。
02,*実(じつ)は*、*先週(せんしゅう)*の*水曜日(すいようび)*に、*自分(じぶん)*の*発表(はっぴょう)*が*今週(こんしゅう)*だと*聞(き)いて*から、*一体(いったい)**何(なに)*をテーマにしたら*良(よ)い*のかずっと*考(かんが)えて*いました。
03,*最初(さいしょ)*は*中国(ちゅうごく)*の*民族音楽(みんぞくおんがく)*に*関(かん)する*ことを*紹介(しょうかい)し*ようと*思(おも)って*いましたが、*音楽(おんがく)*についてあまり*知(し)ら*ないし、クラスの*中(なか)*に*私(わたし)*より*中国(ちゅうごく)*の*民族音楽(みんぞくおんがく)*を*知(し)って*いる*方(かた)*もいます。また、*最近(さいきん)*、ちょっと*好(す)き*じゃなくなってしまったので、けん*玉(だま)*をテーマにしました。
04,それでは、「玉木」とはどんな*工場(こうじょう)*なのでしょうか？
05,*他(ほか)*の*工場(こうじょう)*と*違(ちが)い*ます。*他(ほか)*の*工場(こうじょう)*はけん*玉(だま)*を*売(う)る*ためにできました。
06,しかし、「玉木」はけん*玉(だま)*を*台湾(たいわん)*に*押(お)し**広(ひろ)める*ために、けん*玉(だま)*を*作(つく)って*います。
07,*多数(たすう)*のけん*玉(だま)*を*学校(がっこう)*に*寄付(きふ)し*、*小学校(しょうがっこう)*でイベントを*行(おこな)って**子供(こども)*に*紹介(しょうかい)したり*、けん*玉(だま)*の*試合(しあい)*を*行(おこな)ったり*しました。
08,「玉木」は*台湾(たいわん)*と*日本(にほん)*のけん*玉(だま)**協会(きょうかい)*の*認定(にんてい)*を*取(と)った*けん*玉(だま)*を*作(つく)る*だけではなく、*特殊(とくしゅ)な*ペイントの*技術(ぎじゅつ)*をもっていますので、アメリカのけん*玉(だま)*プラントにオーイーエム*契約(けいやく)*を*委託(いたく)され*ました。
09,しかし*去年(きょねん)*、こんなに*素晴(すば)らしい**工場(こうじょう)*も*閉鎖(へいさ)*の*危機(きき)*に*直面(ちょくめん)し*ました。
10,*理想(りそう)*の*作(つく)り**方(かた)*と*特殊(とくしゅ)な*ペイントを*完成(かんせい)させ*ましたが、*予想以上(よそういじょう)*の*金(かね)*がかかりましたので、*工場(こうじょう)*の*運営(うんえい)*はもう*続(つづ)けられ*ませんでした。
11,*幸(さいわ)い*、*全国各地(ぜんこくかくち)*から*集(あつ)まる**寄付金(きふきん)*のおかげで、*今(いま)*、*工場(こうじょう)*はまだ*続(つづ)いて*います。
12,*本当(ほんとう)に**良(よ)かった*と*思(おも)って*います。
13,*私(わたし)*はいつか*機会(きかい)*があれば、けん*玉(だま)*を*押(お)し**広(ひろ)める*ことに*力(ちから)*を*尽(つ)くし*たいと*思(おも)って*います。
14,ご*清聴(せいちょう)*ありがとうございました。
