lineno,value
01,*私(わたし)*は*大学(だいがく)*の*夏休(なつやす)み*に*兵役(へいえき)*を*終(お)えた*から、*卒業後(そつぎょうご)*は*長期(ちょうき)*の*海外旅行(かいがいりょこう)*ができます。
02,ですから、*仲間(なかま)*とともに*二(に)*ヶ*月(げつ)**半(はん)*ぐらいヨーロッパ*旅行(りょこう)し*ようと*思(おも)い*ます。
03,*美術(びじゅつ)*が*大好(だいす)きだ*から、いい*景色(けしき)*を*見(み)たり*、*多(おお)く*の*美術館(びじゅつかん)*を*観覧(かんらん)する*とか、*立派(りっぱ)な**画家(がか)*たちが*生活(せいかつ)して*いた*田舎(いなか)*で*生活(せいかつ)する*など、とても*楽(たの)しみ*でたまらないんです。
04,*実(じつ)は*、*今回(こんかい)*は*旅行(りょこう)*だけではなく、*調査(ちょうさ)**研究(けんきゅう)*もかねています。
05,インターネットで*沢山(たくさん)*の*資料(しりょう)*があるが、*百聞(ひゃくぶん)*は*一見(いっけん)*に*如(し)か*ずだと*思(おも)い*ます。
06,*各(かく)**官庁(かんちょう)*を*見学(けんがく)*し、*規模(きぼ)*の*大(おお)きい**会社(かいしゃ)*を*訪問(ほうもん)*し、*学術(がくじゅつ)**機関(きかん)*の*教官(きょうかん)*と*相談(そうだん)*し、*異(こと)なる**角度(かくど)*から*社会的(しゃかいてき)な**問題(もんだい)*を*見(み)る*ことで、*社会(しゃかい)*をもっと*理解(りかい)*し、*資源(しげん)*をちゃんと*利用(りよう)し*たいものです。
07,*訪問(ほうもん)*がうまくいくように、*新(しん)*メディアの*肩書(かたがき)*を*持(も)つ*ことです。
08,*媒体(ばいたい)*の*成立(せいりつ)*はみんなにとても*役(やく)*に*立(た)つ*と*思(おも)い*ます。
09,*一(ひと)つ*は、*調査(ちょうさ)**研究(けんきゅう)*のSOPを*立(た)てて*、*以後(いご)*、*他(ほか)*の*国(くに)*へ*行(い)く*メンバーがこの*経験(けいけん)*を*参考(さんこう)*にすることができます。
10,そのうえ、*新(しん)*メディアとして、*時事(じじ)*に*関心(かんしん)*を*持(も)つ*べきです。*帰国(きこく)**後(ご)*、*事前(じぜん)**準備(じゅんび)した**社会問題(しゃかいもんだい)*に*関(かん)して*の*問題(もんだい)*に*答(こた)える*つもりです。これは*二(ふた)つ*です。
11,でも、*将来(しょうらい)*の*会員(かいいん)*は*誰(だれ)か*まだわからないから、*運営(うんえい)*を*続(つづ)け*たいけれど*自信(じしん)*がちょっとありません。
12,そこで、もし*我(わ)が**協会(きょうかい)*に*入(はい)る**興味(きょうみ)*があったら、ぜひ*私(わたし)*に*知(し)らせて*ください。
13,しっかり*読書(どくしょ)して*からでないと、*機会(きかい)*があっても*間(ま)*に*合(あ)わ*なくて、*啓発的(けいはつてき)な**旅行(りょこう)*になりません。
14,だからこそ、*旅行(りょこう)**前週(ぜんしゅう)*に*一冊(いっさつ)*の*本(ほん)*を*読(よ)んで*、*読書会(どくしょかい)*を*行(おこな)って*います。
15,*本(ほん)*のテーマは、*各(かく)**領域(りょういき)**一冊(いっさつ)*ずつ*読(よ)んで*、できるだけ*多(おお)く*の*学科(がっか)*を*網羅(もうら)する**予定(よてい)*です。
16,*知識(ちしき)*が*広(ひろ)ければ**広(ひろ)い*ほど、*旅行(りょこう)*の*意味(いみ)*が*深(ふか)まる*わけです。
17,*調査(ちょうさ)**研究(けんきゅう)*の*間(あいだ)*、わからない*課題(かだい)*に*出会(であ)う*はずで、*毎日(まいにち)**台湾(たいわん)*と*中国(ちゅうごく)*の*支援(しえん)**人員(じんいん)*と*討論(とうろん)し*ます。
18,*百歩譲(ひゃっぽゆず)って*、たとえ*協会(きょうかい)*は*失敗(しっぱい)し*ても、しっかり*準備(じゅんび)した*お*陰(かげ)*で、こんなに*充実(じゅうじつ)した**二(に)*ヶ*月(げつ)*ほどの*旅行(りょこう)*はないだろうと*思(おも)い*ます。
